Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,13/06/26 20:20,27h 20m,1 stop,No info,8085,8085,5,1,2,2,May,1640,1,17,Evening,20,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04/06/26 4:25,8h 55m,2 stops,In-flight meal not included,10368,10368,6,9,6,2,Jun,535,2,19,Evening,4,Night,Premium
Air India,2019-05-12,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,28/06/26 9:25,26h 20m,2 stops,No info,10975,10975,5,12,6,2,May,1580,2,7,Morning,9,Morning,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,13h 30m,1 stop,No info,7670,7670,3,24,6,1,Mar,810,1,7,Morning,21,Night,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,18:00,16/05/26 1:30,7h 30m,1 stop,No info,8073,8073,5,1,2,2,May,450,1,18,Evening,1,Night,Mid-Range
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,22:55,13/03/26 10:45,11h 50m,1 stop,No info,13817,13817,6,9,6,2,Jun,710,1,22,Night,10,Morning,Premium
IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574,3574,5,12,6,2,May,265,1,19,Evening,23,Night,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,21:50,10/05/26 4:25,6h 35m,1 stop,No info,15554,15554,3,24,6,1,Mar,395,1,21,Night,4,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → BOM → COK,21:00,28/03/26 19:15,22h 15m,1 stop,No info,6692,6692,5,1,2,2,May,1335,1,21,Night,19,Evening,Mid-Range
SpiceJet,2019-06-09,Mumbai,Hyderabad,BOM → HYD,22:45,16/06/26 0:15,1h 30m,non-stop,No check-in baggage included,1965,1965,6,9,6,2,Jun,90,0,22,Night,0,Night,Budget
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,2227,5,12,6,2,May,95,0,20,Evening,21,Night,Budget
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,3597,3,24,6,1,Mar,140,0,14,Afternoon,17,Evening,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,14:00,07/06/26 4:25,14h 25m,1 stop,No info,14714,14714,5,1,2,2,May,865,1,14,Afternoon,4,Night,Premium
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,4622,4622,6,9,6,2,Jun,150,0,17,Evening,19,Evening,Budget
Jet Airways,2019-05-12,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,02/05/26 4:25,22h 55m,2 stops,No info,15129,15129,5,12,6,2,May,1375,2,5,Morning,4,Night,Premium
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,22:05,16/06/26 0:25,2h 20m,non-stop,No info,5277,5277,3,24,6,1,Mar,140,0,22,Night,0,Night,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,18:50,9h 50m,1 stop,No info,11667,11667,5,1,2,2,May,590,1,9,Morning,18,Evening,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/06/26 19:10,26h 10m,1 stop,In-flight meal not included,10539,10539,6,9,6,2,Jun,1570,1,17,Evening,19,Evening,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,10/05/26 14:25,18h,1 stop,No info,11467,11467,5,12,6,2,May,1080,1,20,Evening,14,Afternoon,Premium
Air India,2019-03-24,Delhi,Cochin,DEL → MAA → COK,17:20,13/06/26 9:25,16h 5m,1 stop,No info,7480,7480,3,24,6,1,Mar,965,1,17,Evening,9,Morning,Mid-Range
GoAir,2019-05-01,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419,3419,5,1,2,2,May,165,0,20,Evening,23,Night,Budget
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:35,28/06/26 1:30,14h 55m,1 stop,No info,5684,5684,6,9,6,2,Jun,895,1,10,Morning,1,Night,Mid-Range
IndiGo,2019-05-12,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218,6218,5,12,6,2,May,325,1,18,Evening,23,Night,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,13/06/26 4:40,8h 40m,1 stop,In-flight meal not included,6959,6959,3,24,6,1,Mar,520,1,20,Evening,4,Night,Mid-Range
Vistara,2019-05-01,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,4878,4878,5,1,2,2,May,165,0,19,Evening,22,Night,Budget
Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,02/04/26 5:25,22h 25m,2 stops,No info,12219,12219,6,9,6,2,Jun,1345,2,7,Morning,5,Morning,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,22/05/26 9:45,13h 20m,1 stop,In-flight meal not included,12384,12384,5,12,6,2,May,800,1,20,Evening,9,Morning,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,7202,3,24,6,1,Mar,195,0,11,Morning,14,Afternoon,Mid-Range
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,4174,5,1,2,2,May,150,0,17,Evening,19,Evening,Budget
Air India,2019-06-09,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,3100,3100,6,9,6,2,Jun,85,0,15,Afternoon,16,Afternoon,Budget
Jet Airways,2019-05-12,Banglore,New Delhi,BLR → BOM → DEL,8:55,15:15,6h 20m,1 stop,In-flight meal not included,7832,7832,5,12,6,2,May,380,1,8,Morning,15,Afternoon,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,6723,6723,3,24,6,1,Mar,455,1,14,Afternoon,22,Night,Mid-Range
Air India,2019-05-01,Kolkata,Banglore,CCU → JAI → BOM → BLR,8:20,07/06/26 7:55,23h 35m,2 stops,No info,10697,10697,5,1,2,2,May,1415,2,8,Morning,7,Morning,Premium
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,22:20,02/06/26 0:40,2h 20m,non-stop,No check-in baggage included,3841,3841,6,9,6,2,Jun,140,0,22,Night,0,Night,Budget
Air India,2019-05-12,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,02/04/26 12:00,19h 15m,2 stops,No info,9920,9920,5,12,6,2,May,1155,2,16,Afternoon,12,Afternoon,Mid-Range
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,12649,12649,3,24,6,1,Mar,175,0,18,Evening,21,Night,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6093,6093,5,1,2,2,May,575,1,11,Morning,21,Night,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,28/05/26 4:25,22h 55m,2 stops,No info,15129,15129,6,9,6,2,Jun,1375,2,5,Morning,4,Night,Premium
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544,4544,5,12,6,2,May,180,0,17,Evening,20,Evening,Budget
Air India,2019-03-24,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5170,5170,3,24,6,1,Mar,150,0,14,Afternoon,16,Afternoon,Mid-Range
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,2:35,4:05,1h 30m,non-stop,No info,2754,2754,5,1,2,2,May,90,0,2,Night,4,Night,Budget
Air India,2019-06-09,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100,3100,6,9,6,2,Jun,90,0,13,Afternoon,15,Afternoon,Budget
Air India,2019-05-12,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,02/04/26 23:15,30h 30m,2 stops,No info,9237,9237,5,12,6,2,May,1830,2,16,Afternoon,23,Night,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,13:00,16/06/26 1:30,12h 30m,1 stop,No info,7198,7198,3,24,6,1,Mar,750,1,13,Afternoon,1,Night,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:30,02/06/26 12:35,25h 5m,1 stop,In-flight meal not included,10262,10262,5,1,2,2,May,1505,1,11,Morning,12,Afternoon,Premium
SpiceJet,2019-06-09,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,5111,5111,6,9,6,2,Jun,360,1,15,Afternoon,21,Night,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,28/06/26 19:15,21h 15m,2 stops,No info,10441,10441,5,12,6,2,May,1275,2,22,Night,19,Evening,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10h 30m,1 stop,No info,10261,10261,3,24,6,1,Mar,630,1,8,Morning,19,Evening,Premium
IndiGo,2019-05-01,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,6297,6297,5,1,2,2,May,140,0,19,Evening,21,Night,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,3:50,19:00,15h 10m,1 stop,No info,12192,12192,6,9,6,2,Jun,910,1,3,Night,19,Evening,Premium
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,3943,5,12,6,2,May,170,0,10,Morning,13,Afternoon,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,12:35,7h 5m,2 stops,No info,16274,16274,3,24,6,1,Mar,425,2,5,Morning,12,Afternoon,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:05,12:35,5h 30m,1 stop,In-flight meal not included,12898,12898,5,1,2,2,May,330,1,7,Morning,12,Afternoon,Premium
SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No info,3311,3311,6,9,6,2,Jun,160,0,5,Morning,8,Morning,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,4:55,12:35,7h 40m,1 stop,No info,9103,9103,5,12,6,2,May,460,1,4,Night,12,Afternoon,Mid-Range
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,22:10,16/03/26 0:55,2h 45m,non-stop,No info,4148,4148,3,24,6,1,Mar,165,0,22,Night,0,Night,Budget
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,5224,5224,5,1,2,2,May,155,0,15,Afternoon,18,Evening,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,4:40,7:15,2h 35m,non-stop,No info,4804,4804,6,9,6,2,Jun,155,0,4,Night,7,Morning,Budget
IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597,3597,5,12,6,2,May,140,0,19,Evening,21,Night,Budget
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804,4804,3,24,6,1,Mar,155,0,11,Morning,14,Afternoon,Budget
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,4995,5,1,2,2,May,90,0,10,Morning,11,Morning,Budget
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No info,3873,3873,6,9,6,2,Jun,145,0,9,Morning,11,Morning,Budget
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,15:00,02/06/26 4:25,13h 25m,1 stop,In-flight meal not included,10262,10262,5,12,6,2,May,805,1,15,Afternoon,4,Night,Premium
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,3210,3,24,6,1,Mar,90,0,19,Evening,21,Night,Budget
GoAir,2019-05-01,Delhi,Cochin,DEL → HYD → COK,7:30,13:35,6h 5m,1 stop,No info,6276,6276,5,1,2,2,May,365,1,7,Morning,13,Afternoon,Mid-Range
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,21:25,13/03/26 8:15,10h 50m,1 stop,In-flight meal not included,9134,9134,6,9,6,2,Jun,650,1,21,Night,8,Morning,Mid-Range
Jet Airways,2019-05-12,Banglore,New Delhi,BLR → BOM → DEL,18:55,13/03/26 13:15,18h 20m,1 stop,In-flight meal not included,11087,11087,5,12,6,2,May,1100,1,18,Evening,13,Afternoon,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,02/05/26 4:40,14h 35m,1 stop,No info,13941,13941,3,24,6,1,Mar,875,1,14,Afternoon,4,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,5201,5201,5,1,2,2,May,170,0,5,Morning,8,Morning,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,5:05,16:10,11h 5m,1 stop,No info,6171,6171,6,9,6,2,Jun,665,1,5,Morning,16,Afternoon,Mid-Range
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,5964,5964,5,12,6,2,May,150,0,19,Evening,22,Night,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,28/05/26 19:00,23h 50m,2 stops,No info,15129,15129,3,24,6,1,Mar,1430,2,19,Evening,19,Evening,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19/05/26 12:35,26h 55m,2 stops,In-flight meal not included,13029,13029,5,1,2,2,May,1615,2,9,Morning,12,Afternoon,Premium
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,In-flight meal not included,4030,4030,6,9,6,2,Jun,180,0,8,Morning,11,Morning,Budget
GoAir,2019-05-12,Kolkata,Banglore,CCU → AMD → BLR,16:40,19/05/26 0:15,7h 35m,1 stop,No info,10586,10586,5,12,6,2,May,455,1,16,Afternoon,0,Night,Premium
Air India,2019-03-24,Mumbai,Hyderabad,BOM → JAI → DEL → HYD,11:35,07/03/26 19:25,31h 50m,2 stops,No info,17926,17926,3,24,6,1,Mar,1910,2,11,Morning,19,Evening,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,9564,5,1,2,2,May,195,0,11,Morning,14,Afternoon,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355,8355,6,9,6,2,Jun,435,1,10,Morning,17,Evening,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:20,07/06/26 1:30,15h 10m,1 stop,No info,6795,6795,5,12,6,2,May,910,1,10,Morning,1,Night,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → BLR → COK,13:30,16/05/26 8:15,18h 45m,1 stop,No info,10671,10671,3,24,6,1,Mar,1125,1,13,Afternoon,8,Morning,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,28/03/26 7:40,18h 20m,2 stops,No info,10178,10178,5,1,2,2,May,1100,2,13,Afternoon,7,Morning,Premium
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,7:10,13/06/26 9:05,25h 55m,1 stop,No info,7927,7927,6,9,6,2,Jun,1555,1,7,Morning,9,Morning,Mid-Range
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100,3100,5,12,6,2,May,90,0,13,Afternoon,15,Afternoon,Budget
Air India,2019-03-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,07/03/26 19:15,23h 30m,2 stops,No info,12646,12646,3,24,6,1,Mar,1410,2,19,Evening,19,Evening,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → BLR → COK,5:05,10:05,5h,1 stop,No info,7894,7894,5,1,2,2,May,300,1,5,Morning,10,Morning,Mid-Range
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,3943,3943,6,9,6,2,Jun,165,0,1,Night,4,Night,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575,7575,5,12,6,2,May,470,1,11,Morning,19,Evening,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,07/03/26 19:45,38h 20m,2 stops,No info,16914,16914,3,24,6,1,Mar,2300,2,5,Morning,19,Evening,Premium
Vistara,2019-05-01,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216,6216,5,1,2,2,May,190,0,14,Afternoon,17,Evening,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6147,6147,6,9,6,2,Jun,310,1,17,Evening,22,Night,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,17:30,16/05/26 1:30,8h,1 stop,No info,6979,6979,5,12,6,2,May,480,1,17,Evening,1,Night,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094,6094,3,24,6,1,Mar,185,0,18,Evening,21,Night,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,20:50,28/03/26 4:25,7h 35m,1 stop,No info,12242,12242,5,1,2,2,May,455,1,20,Evening,4,Night,Premium
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,9416,9416,6,9,6,2,Jun,590,2,12,Afternoon,21,Night,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,22/03/26 9:25,20h 10m,2 stops,No info,7107,7107,5,12,6,2,May,1210,2,13,Afternoon,9,Morning,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,10/06/26 19:00,21h 35m,2 stops,No info,13292,13292,3,24,6,1,Mar,1295,2,21,Night,19,Evening,Premium
IndiGo,2019-05-01,Chennai,Kolkata,MAA → CCU,7:55,10:15,2h 20m,non-stop,No info,7295,7295,5,1,2,2,May,140,0,7,Morning,10,Morning,Mid-Range
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,0:30,3:25,2h 55m,non-stop,No info,4423,4423,6,9,6,2,Jun,175,0,0,Night,3,Night,Budget
IndiGo,2019-05-12,Banglore,New Delhi,BLR → DEL,23:30,28/03/26 2:20,2h 50m,non-stop,No info,5694,5694,5,12,6,2,May,170,0,23,Night,2,Night,Mid-Range
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,5:45,10:25,4h 40m,1 stop,In-flight meal not included,8147,8147,3,24,6,1,Mar,280,1,5,Morning,10,Morning,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,13:00,28/05/26 1:30,12h 30m,1 stop,No info,13377,13377,5,1,2,2,May,750,1,13,Afternoon,1,Night,Premium
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,14:05,07/03/26 0:45,10h 40m,1 stop,In-flight meal not included,13502,13502,6,9,6,2,Jun,640,1,14,Afternoon,0,Night,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BHO → BOM → COK,5:40,10/03/26 4:25,22h 45m,2 stops,In-flight meal not included,13764,13764,5,12,6,2,May,1365,2,5,Morning,4,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,07/06/26 9:45,16h 45m,1 stop,No info,12692,12692,3,24,6,1,Mar,1005,1,17,Evening,9,Morning,Premium
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804,4804,5,1,2,2,May,155,0,17,Evening,19,Evening,Budget
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,8:25,02/04/26 9:20,24h 55m,1 stop,In-flight meal not included,7064,7064,6,9,6,2,Jun,1495,1,8,Morning,9,Morning,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,7:05,12:35,5h 30m,1 stop,No info,14924,14924,5,12,6,2,May,330,1,7,Morning,12,Afternoon,Premium
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,6565,6565,3,24,6,1,Mar,155,0,15,Afternoon,17,Evening,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19/05/26 19:15,26h 35m,2 stops,No info,9863,9863,5,1,2,2,May,1595,2,16,Afternoon,19,Evening,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,7725,7725,6,9,6,2,Jun,300,1,16,Afternoon,21,Night,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,16/05/26 19:15,21h 15m,2 stops,No info,11281,11281,5,12,6,2,May,1275,2,22,Night,19,Evening,Premium
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,3210,3,24,6,1,Mar,90,0,19,Evening,21,Night,Budget
Air India,2019-05-01,Kolkata,Banglore,CCU → HYD → BLR,19:00,02/05/26 4:40,9h 40m,1 stop,No info,6117,6117,5,1,2,2,May,580,1,19,Evening,4,Night,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,25/06/26 4:25,12h 25m,1 stop,In-flight meal not included,10262,10262,6,9,6,2,Jun,745,1,16,Afternoon,4,Night,Premium
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,3943,3943,5,12,6,2,May,170,0,4,Night,6,Morning,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/06/26 4:40,9h 45m,1 stop,No info,12576,12576,3,24,6,1,Mar,585,1,18,Evening,4,Night,Premium
Air Asia,2019-05-01,Delhi,Cochin,DEL → BLR → COK,7:55,13:25,5h 30m,1 stop,No info,7452,7452,5,1,2,2,May,330,1,7,Morning,13,Afternoon,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,No info,14781,14781,6,9,6,2,Jun,590,1,6,Morning,16,Afternoon,Premium
Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,4h 5m,1 stop,No info,8996,8996,5,12,6,2,May,245,1,9,Morning,13,Afternoon,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → BLR → COK,13:30,07/03/26 8:15,18h 45m,1 stop,No info,11563,11563,3,24,6,1,Mar,1125,1,13,Afternoon,8,Morning,Premium
IndiGo,2019-05-01,Banglore,New Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,4777,4777,5,1,2,2,May,170,0,4,Night,6,Morning,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174,4174,6,9,6,2,Jun,155,0,15,Afternoon,18,Evening,Budget
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,3841,5,12,6,2,May,150,0,17,Evening,19,Evening,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,25/06/26 4:25,10h 5m,2 stops,No info,13775,13775,3,24,6,1,Mar,605,2,18,Evening,4,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → MAA → COK,17:20,28/03/26 9:25,16h 5m,1 stop,No info,5117,5117,5,1,2,2,May,965,1,17,Evening,9,Morning,Mid-Range
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,5678,6,9,6,2,Jun,90,0,19,Evening,21,Night,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,5177,5177,5,12,6,2,May,300,1,14,Afternoon,19,Evening,Mid-Range
SpiceJet,2019-03-24,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5975,5975,3,24,6,1,Mar,295,1,17,Evening,22,Night,Mid-Range
IndiGo,2019-05-01,Banglore,New Delhi,BLR → DEL,0:40,3:25,2h 45m,non-stop,No info,6860,6860,5,1,2,2,May,165,0,0,Night,3,Night,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,9:35,12:20,2h 45m,non-stop,No info,4804,4804,6,9,6,2,Jun,165,0,9,Morning,12,Afternoon,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,11:30,28/06/26 1:30,14h,1 stop,No info,13377,13377,5,12,6,2,May,840,1,11,Morning,1,Night,Premium
Air India,2019-03-24,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8372,8372,3,24,6,1,Mar,555,1,10,Morning,19,Evening,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,7933,7933,5,1,2,2,May,720,1,9,Morning,21,Night,Mid-Range
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4049,4049,6,9,6,2,Jun,90,0,6,Morning,7,Morning,Budget
Air India,2019-05-12,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,11423,11423,5,12,6,2,May,165,0,10,Morning,12,Afternoon,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,16/05/26 16:20,21h 25m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,1285,1,18,Evening,16,Afternoon,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,23/03/26 4:25,42h 45m,2 stops,No info,12819,12819,5,1,2,2,May,2565,2,9,Morning,4,Night,Premium
SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,21:10,19/04/26 0:05,2h 55m,non-stop,No info,5621,5621,6,9,6,2,Jun,175,0,21,Night,0,Night,Mid-Range
Air India,2019-05-12,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5228,5228,5,12,6,2,May,165,0,17,Evening,19,Evening,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,28/03/26 19:45,38h 20m,2 stops,In-flight meal not included,9254,9254,3,24,6,1,Mar,2300,2,5,Morning,19,Evening,Mid-Range
